0.15238420,0.08886990,0.59649123,0.25814536,3.43087790,133.29323290,0.77129596,1345.24695000,8795.13588000,0.60064401,4014.94198100,4049.34807600,2.76163056,0.05715988,0.91065085,1.66761249,0.24779496,0.26321130,0.28840696,0.15279230,0.04651115,0.05338752,0.02393274,0.04742045,0.17772462,0.08986045,0.10780169,0.02452925,0.00000000,0.47754754,10.00000000,0.62529873,-0.14002414,0.94231428,-0.00126988,-0.71421392,0.44753218,0.02989779,0.25459584,0.05143450,0.02067937,0.05298207,0.02949296,0.23673769,0.06319691,0.02026933,0.25029431,0.35142806,0.99999993,0.11881667,0.08987502,6.50280203,0.70326149
0.15493459,0.09183019,0.58646617,0.18045113,3.93541877,133.06073360,0.77460045,1748.99603400,8452.87571000,0.58623592,3954.93946200,3813.62911700,3.25626673,0.07139351,0.90759748,1.60137708,0.11898154,0.37472525,0.18420434,0.31069168,0.27735401,0.13102725,-0.02105678,0.12236346,0.21608924,0.05403400,0.02384072,-0.03728080,0.00000000,0.48461502,10.00000000,0.74599394,-0.12852166,1.03023391,-0.12030447,-0.67291679,0.46508875,-0.02608576,0.15289816,0.30213151,0.20180753,0.34021332,0.17738483,0.55484116,0.21993527,0.14127188,0.20214990,0.41567328,0.99999994,0.32607202,0.36929122,14.60118327,0.86435317
0.17884940,0.09772027,0.43358396,0.25814536,3.63269425,132.59789250,0.63904937,1714.89611100,8324.76997400,0.56336443,3841.60267400,3642.92721300,3.32669621,0.05179658,0.90060960,1.97564031,-0.09605461,0.12566689,0.08315068,0.10769668,0.01567395,0.06175501,-0.04414427,0.00467622,0.09024108,0.04180051,0.09770641,0.10416003,0.00000000,0.47381437,10.00000000,0.86658362,-0.18268677,2.11126309,0.64295066,-0.65657260,0.48894364,-0.13751711,0.17497532,0.48862371,0.03843050,0.65838658,0.04493691,0.67629269,0.33969103,0.09707044,0.36093423,0.12571608,0.99999990,0.04623182,0.31567770,7.62723783,0.61763623
0.17467447,0.10519730,0.49122807,0.20802005,4.13723512,127.05493410,0.87903222,1488.74662400,8564.41097300,0.60152713,3925.02049300,3889.42092200,3.15540193,0.05763258,0.90703532,1.60156027,0.10630903,0.25395500,-0.01243944,0.07259833,-0.11204362,-0.05340197,-0.08834639,0.02853729,0.03082836,-0.05333200,-0.03881268,-0.02290631,0.00000000,0.48214071,1.00000000,0.87518877,0.16606234,2.36490116,1.35674721,0.32118861,0.74585329,0.06833277,0.37297247,0.99999975,0.05334757,0.84384062,0.14660818,0.60359212,0.05681719,0.17197250,0.86937039,0.17769901,0.89439515,0.01962446,0.30976995,10.02571762,0.85973163
0.16796769,0.09576708,0.55889724,0.27318296,4.54086781,127.24257560,0.83052645,1626.64631100,8781.17294300,0.59121585,4027.35839700,3931.53945000,2.99368105,0.07029991,0.91035417,1.61210657,0.22933881,0.36033749,0.10604768,0.24077438,0.07463558,0.05998510,0.00804736,0.03287403,0.02697630,-0.02299457,-0.01499569,-0.05894220,0.00000000,0.47671761,3.00000000,0.64800091,-0.05339990,1.74721339,1.42422624,-0.02853132,-0.01989548,-0.16700982,0.24505732,0.57934562,0.04743430,0.99999978,0.22340173,0.22532256,0.10199792,0.06001746,0.74494568,0.31094529,0.91339042,0.07549172,0.06594391,9.54138613,0.64584668
0.15795223,0.08783227,0.57894737,0.34586466,4.43995964,126.98647530,0.84839142,1629.24630600,8830.21144900,0.59370137,4053.61088900,3961.02111800,2.94125195,0.07287860,0.91090001,1.58066670,0.28056054,0.38357362,0.08770514,0.22081459,0.07033465,0.05886052,0.02579674,0.03432998,0.05526303,0.04385300,0.06026647,-0.04424755,0.00000000,0.47673089,8.00000000,0.61475393,-0.03868605,1.13255953,1.22915094,0.21895908,-0.04071389,-0.25059371,0.02425541,0.63938902,0.19673783,0.99999987,0.30165460,0.20872313,0.22714667,0.13141994,0.80215667,0.54713458,0.77756639,0.30454081,0.31659869,11.04475621,0.89806070
0.16977075,0.10324412,0.57142857,0.14035088,3.93541877,119.98459400,0.78025627,649.59852700,6773.79055000,0.41428778,3540.46239900,2718.95161700,4.21833646,0.04882907,0.86121200,2.31424017,0.76355600,0.69794587,0.27591091,0.24077181,0.28157710,0.06714893,0.04611259,-0.02408144,0.13241044,0.03776642,0.08742895,-0.10657768,0.00000000,0.48770160,3.00000000,0.60201254,-0.04509994,1.00775355,1.34537560,-0.68241003,0.37683372,-0.33730835,-0.06375403,0.47774190,0.04125914,0.71658987,0.03595898,0.25535389,0.52677568,0.09564756,0.73670669,0.77002194,0.99999994,0.31404657,0.11295907,9.01501464,0.72648979
0.15338633,0.09344768,0.51629073,0.17042607,4.23814329,120.26534750,0.89240085,580.54868360,6050.15716600,0.31817019,3509.14373900,2307.15137200,5.41955621,0.04963520,0.83644741,2.88458159,1.06475210,0.58877015,0.07592369,0.01274504,0.03830765,0.01433750,0.11816332,0.13165243,0.21972860,0.03431516,-0.02871031,-0.06043371,0.00000000,0.46180313,6.00000000,0.84921912,0.14753967,1.22589549,1.67895338,-0.76032100,0.48340973,-0.24748854,0.17871960,0.92341108,0.08742606,0.68367363,0.03029348,0.34680320,0.62579641,0.16466031,0.64391391,0.45853669,0.99999994,0.39700730,0.27869403,7.94032013,0.87134172
0.19598237,0.12518692,0.56140351,0.12781955,4.54086781,120.22217480,0.77550646,654.99851470,6418.99738300,0.37019901,3366.59983100,2458.59426900,4.89944309,0.05307363,0.84358410,2.60669643,0.94319136,0.72870402,0.03648973,0.03459740,0.26629319,0.03623316,0.06601439,0.16341426,0.25551111,-0.03848606,-0.11153459,-0.31114122,0.00000000,0.47620183,8.00000000,0.79701264,-0.34166608,0.48875203,1.30275114,0.44565916,-0.77100212,0.10920251,-0.46224036,0.02981802,0.00847810,0.63103787,0.00000000,0.00805941,0.19823219,0.09471270,0.99999991,0.44127565,0.36583442,0.52440463,0.01820396,7.15527737,0.56886521
0.15606219,0.08917508,0.53383459,0.24060150,3.22906155,106.12351370,0.68299631,841.24809240,8287.00275400,0.50844859,4033.91577500,3542.61335400,3.52739533,0.11015083,0.89680549,2.20611893,0.39001343,0.26797363,0.13884703,0.31421295,0.26667856,0.17720327,0.19443991,0.04290207,0.08661526,0.02965638,0.03842740,-0.06664919,0.00000000,0.49603013,3.00000000,0.75080367,-0.14068256,1.46638208,0.25516903,-1.01318712,0.09844195,-0.29653500,0.24757132,0.24149271,0.08411256,0.65216805,0.00962294,0.27055342,0.10675250,0.06480214,0.09542862,0.33163734,0.99999991,0.02827133,0.07262630,9.65058125,0.69805357
