1.667612488,0.247794955,0.263211296,0.288406958,0.152792302,0.046511145,0.053387524,0.023932741,0.047420451,0.177724622,0.089860447,0.107801685,0.024529252
1.601377083,0.118981543,0.374725246,0.184204341,0.310691676,0.277354008,0.131027253,-0.021056778,0.122363457,0.216089236,0.054033996,0.023840715,-0.037280801
1.975640312,-0.096054607,0.125666889,0.083150683,0.107696683,0.015673953,0.061755011,-0.04414427,0.004676216,0.090241077,0.041800514,0.097706413,0.104160027
1.601560265,0.10630903,0.253954995,-0.012439435,0.072598334,-0.112043616,-0.053401971,-0.088346391,0.028537286,0.030828356,-0.053331999,-0.03881268,-0.022906309
1.612106571,0.229338814,0.360337488,0.106047681,0.240774378,0.074635584,0.059985096,0.008047364,0.03287403,0.026976301,-0.022994568,-0.014995693,-0.058942201
1.580666699,0.280560541,0.383573617,0.087705142,0.220814594,0.070334654,0.058860518,0.025796744,0.034329976,0.055263029,0.043852998,0.060266468,-0.044247551
2.314240167,0.763556001,0.697945865,0.275910909,0.24077181,0.281577097,0.067148926,0.046112591,-0.02408144,0.132410442,0.037766424,0.087428952,-0.106577676
2.884581591,1.064752097,0.58877015,0.075923691,0.012745036,0.038307645,0.014337499,0.118163321,0.131652425,0.219728603,0.034315161,-0.028710313,-0.060433709
2.606696434,0.943191356,0.728704017,0.036489734,0.034597403,0.266293186,0.036233158,0.066014392,0.163414262,0.255511112,-0.038486058,-0.111534587,-0.311141215
2.206118926,0.390013428,0.267973631,0.138847026,0.31421295,0.266678557,0.177203271,0.194439907,0.042902069,0.086615262,0.029656377,0.0384274,-0.066649193
2.405173472,0.569034422,0.453566761,0.289793017,0.30266586,0.327534222,0.259190517,0.200401926,0.054882325,0.049992845,0.041836418,0.082070905,-0.091686957
2.202577453,0.464882578,0.304886577,0.187055199,0.383918825,0.323472828,0.129383582,0.116031516,0.026844338,-0.065364118,0.015384457,0.051976936,-0.179760995
1.318732251,0.774205456,0.894167604,0.726416827,0.537213606,0.423251394,0.175272712,0.169252001,-0.136427643,-0.140904323,-0.058359969,0.001641113,-0.160140206
1.329527374,0.843648824,0.860405792,0.64049944,0.591471572,0.406591142,0.131832368,0.085569768,0.044713498,-0.107920384,-0.177837887,-0.069913524,-0.118122606
1.310134913,0.858606687,0.694695179,0.677703188,0.553419876,0.497774038,0.417526051,0.14148831,0.204941993,0.192093168,0.120407085,-0.010061928,-0.071714257
2.190527532,0.872244843,0.291009683,-0.066509248,0.101585392,0.209635938,0.149414756,0.125624922,0.169235637,-0.103899709,-0.000737207,-0.113368215,0.096148358
2.629002168,0.677379242,0.498282995,0.155437494,0.087102766,-0.007464516,-0.100272906,-0.114900737,0.255512355,0.165618243,0.106238579,0.005028595,-0.152112009
2.646422612,0.686260499,0.502611535,0.16496574,0.08630173,-0.024138154,-0.117189211,-0.11009513,0.251126212,0.178207748,0.08827259,0.024776341,-0.147778261
1.482834717,-0.368753192,0.331889982,-0.039478113,0.080076052,-0.242090061,0.121928466,0.375291316,0.471638022,0.292049313,0.123488689,-0.045530984,-0.039413886
1.569483099,-0.42059427,0.221094148,-0.903859658,-1.013273887,-0.085051217,0.552065931,0.309445935,0.252516411,0.028778079,-0.376260429,-0.121399714,0.051235021
1.096361881,-0.222247108,0.138034579,-0.022596485,-0.205907254,0.018552259,0.509798704,0.24102364,0.413276059,0.342376049,-0.17153669,-0.115939789,-0.052477696
1.408670557,0.344575107,0.756342857,-0.010727197,-0.112820196,-0.05562657,0.292218406,0.077692726,0.167728449,0.2686257,-0.044199127,-0.219194777,0.018055588
1.570292916,0.55115133,0.257867453,-0.402579626,0.07081885,0.39066295,0.402073378,0.100414902,-0.105637351,-0.260200821,0.115037144,0.187853937,0.186596051
1.5743683,0.256180323,0.66418532,0.280545163,0.134224962,-0.219934839,-0.017053704,0.087175796,0.001349112,-0.169758596,0.030273047,0.222617169,0.137186054
1.316784006,0.227206567,0.27553321,0.378100488,0.284151722,0.142773454,0.011141782,0.079066032,0.135951584,-0.009569605,-0.029522774,4.12E-05,0.041567471
1.630179394,0.250820975,-0.098857496,0.044274421,0.246959431,0.188637386,0.105279105,0.028978828,0.111545412,0.201936734,0.08021435,-0.035675387,-0.022355821
1.721233216,0.202007042,-0.160545321,-0.047199595,0.204821921,0.355001363,0.313080606,0.187302377,0.134039792,0.014518078,0.000563124,-0.083414617,-0.003342286
2.253417473,-0.54715351,0.481086513,0.248879285,0.454393562,0.05764519,-0.241493952,-0.134760031,-0.145419512,0.14887329,0.262746623,-0.052719318,-0.109834097
1.919833995,-0.339543818,0.671917125,0.450097869,0.430359702,-0.067636343,-0.070282937,-0.100377251,0.057943064,-0.020844138,-0.048003755,0.137335996,0.180209922
